# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 121100    3.42e-01  3.37e-01    8.60e-04  1.43e-03    4.99e-02  4.91e-02    4.6e-05
 121200    3.45e-01  3.19e-01    1.98e-03  1.30e-03    5.01e-02  4.65e-02    4.6e-05
 121300    3.45e-01  3.55e-01    2.32e-03  2.06e-03    5.01e-02  5.15e-02    4.6e-05
 121400    3.53e-01  3.48e-01    5.76e-03  6.41e-03    5.02e-02  4.91e-02    4.6e-05
 121500    3.57e-01  3.29e-01    1.59e-03  9.32e-04    5.19e-02  4.80e-02    4.6e-05
 121600    3.44e-01  3.50e-01    1.02e-03  8.34e-04    5.00e-02  5.10e-02    4.6e-05
 121700    3.42e-01  3.38e-01    5.77e-04  1.26e-03    4.99e-02  4.93e-02    4.6e-05
 121800    3.53e-01  3.46e-01    4.12e-04  5.25e-04    5.14e-02  5.04e-02    4.6e-05
 121900    3.44e-01  3.51e-01    1.53e-03  2.13e-03    5.01e-02  5.11e-02    4.6e-05
 122000    3.33e-01  3.32e-01    1.13e-03  1.77e-03    4.97e-02  4.96e-02    4.4e-05
 122100    3.42e-01  3.50e-01    3.27e-03  3.73e-03    5.06e-02  5.18e-02    4.4e-05
 122200    3.32e-01  3.64e-01    1.97e-03  2.53e-03    4.94e-02  5.42e-02    4.4e-05
 122300    3.33e-01  3.17e-01    3.94e-04  4.98e-04    4.98e-02  4.73e-02    4.4e-05
 122400    3.36e-01  3.40e-01    1.90e-03  1.60e-03    5.01e-02  5.07e-02    4.4e-05
 122500    3.40e-01  3.47e-01    1.97e-03  1.29e-03    5.07e-02  5.18e-02    4.4e-05
 122600    3.34e-01  3.16e-01    7.49e-04  4.39e-04    4.99e-02  4.72e-02    4.4e-05
 122700    3.37e-01  3.66e-01    4.13e-04  1.57e-04    5.04e-02  5.47e-02    4.4e-05
 122800    3.33e-01  3.14e-01    7.81e-04  1.93e-03    4.97e-02  4.69e-02    4.4e-05
 122900    3.38e-01  3.43e-01    3.77e-04  6.92e-04    5.05e-02  5.12e-02    4.4e-05
 123000    3.33e-01  3.31e-01    3.86e-04  1.61e-04    4.99e-02  4.95e-02    4.4e-05
 123100    3.31e-01  3.07e-01    6.48e-04  6.13e-04    4.95e-02  4.59e-02    4.4e-05
 123200    3.34e-01  3.27e-01    1.06e-03  1.40e-03    4.99e-02  4.89e-02    4.4e-05
 123300    3.33e-01  3.23e-01    1.87e-03  1.73e-03    4.96e-02  4.82e-02    4.4e-05
 123400    3.41e-01  3.13e-01    1.26e-03  1.09e-03    5.08e-02  4.67e-02    4.4e-05
 123500    3.36e-01  3.45e-01    1.91e-03  1.20e-03    5.01e-02  5.15e-02    4.4e-05
 123600    3.34e-01  3.43e-01    1.48e-03  9.50e-04    4.99e-02  5.13e-02    4.4e-05
 123700    3.32e-01  3.32e-01    9.38e-04  1.14e-03    4.96e-02  4.96e-02    4.4e-05
 123800    3.32e-01  3.09e-01    1.80e-03  2.05e-03    4.95e-02  4.61e-02    4.4e-05
 123900    3.33e-01  3.12e-01    9.58e-04  8.82e-04    4.97e-02  4.66e-02    4.4e-05
 124000    3.24e-01  3.25e-01    5.07e-04  8.43e-04    4.96e-02  4.98e-02    4.2e-05
 124100    3.32e-01  3.19e-01    2.11e-03  2.66e-03    5.06e-02  4.86e-02    4.2e-05
 124200    3.38e-01  3.13e-01    6.28e-04  2.71e-04    5.18e-02  4.80e-02    4.2e-05
 124300    3.24e-01  3.25e-01    1.32e-03  1.86e-03    4.96e-02  4.97e-02    4.2e-05
 124400    3.24e-01  3.16e-01    1.04e-03  1.10e-03    4.97e-02  4.84e-02    4.2e-05
 124500    3.38e-01  3.50e-01    5.77e-03  5.79e-03    5.05e-02  5.22e-02    4.2e-05
 124600    3.31e-01  3.26e-01    2.02e-03  1.12e-03    5.05e-02  4.99e-02    4.2e-05
 124700    3.33e-01  3.23e-01    4.96e-04  3.78e-04    5.10e-02  4.94e-02    4.2e-05
 124800    3.29e-01  3.13e-01    6.11e-04  1.06e-03    5.04e-02  4.80e-02    4.2e-05
 124900    3.24e-01  3.26e-01    7.01e-04  1.37e-03    4.96e-02  4.99e-02    4.2e-05
 125000    3.23e-01  3.14e-01    5.35e-04  1.21e-03    4.94e-02  4.81e-02    4.2e-05
 125100    3.47e-01  3.08e-01    4.98e-03  5.05e-03    5.22e-02  4.60e-02    4.2e-05
 125200    3.29e-01  3.13e-01    3.67e-03  3.97e-03    4.99e-02  4.73e-02    4.2e-05
 125300    3.28e-01  3.05e-01    6.92e-04  4.52e-04    5.02e-02  4.67e-02    4.2e-05
 125400    3.24e-01  3.37e-01    1.47e-03  1.41e-03    4.95e-02  5.16e-02    4.2e-05
 125500    3.31e-01  3.20e-01    2.85e-03  2.42e-03    5.04e-02  4.88e-02    4.2e-05
 125600    3.25e-01  3.20e-01    1.21e-03  1.13e-03    4.97e-02  4.90e-02    4.2e-05
 125700    3.35e-01  3.37e-01    1.85e-03  1.78e-03    5.13e-02  5.15e-02    4.2e-05
 125800    3.30e-01  3.03e-01    8.93e-04  1.20e-03    5.06e-02  4.64e-02    4.2e-05
 125900    3.22e-01  2.85e-01    8.30e-04  2.81e-04    4.94e-02  4.37e-02    4.2e-05
 126000    3.22e-01  3.14e-01    4.34e-03  4.15e-03    4.97e-02  4.85e-02    4.0e-05
 126100    3.16e-01  3.19e-01    9.41e-04  9.74e-05    4.97e-02  5.01e-02    4.0e-05
 126200    3.16e-01  3.25e-01    2.30e-03  2.69e-03    4.94e-02  5.07e-02    4.0e-05
 126300    3.20e-01  2.95e-01    2.71e-03  2.61e-03    5.00e-02  4.60e-02    4.0e-05
 126400    3.15e-01  3.14e-01    3.89e-04  3.01e-04    4.96e-02  4.94e-02    4.0e-05
 126500    3.24e-01  3.09e-01    1.50e-03  8.12e-04    5.08e-02  4.86e-02    4.0e-05
 126600    3.28e-01  3.24e-01    3.36e-03  3.47e-03    5.11e-02  5.03e-02    4.0e-05
 126700    3.18e-01  3.00e-01    2.78e-03  2.48e-03    4.97e-02  4.69e-02    4.0e-05
 126800    3.19e-01  3.04e-01    3.20e-03  2.99e-03    4.98e-02  4.73e-02    4.0e-05
 126900    3.21e-01  3.09e-01    4.05e-04  2.88e-04    5.04e-02  4.86e-02    4.0e-05
 127000    3.24e-01  3.02e-01    3.95e-04  2.66e-05    5.10e-02  4.74e-02    4.0e-05
 127100    3.15e-01  3.07e-01    4.41e-04  5.73e-04    4.94e-02  4.83e-02    4.0e-05
 127200    3.24e-01  3.16e-01    1.05e-03  7.78e-04    5.09e-02  4.97e-02    4.0e-05
 127300    3.21e-01  3.34e-01    1.89e-03  1.85e-03    5.02e-02  5.24e-02    4.0e-05
 127400    3.21e-01  2.80e-01    5.44e-04  1.15e-03    5.05e-02  4.40e-02    4.0e-05
 127500    3.16e-01  3.08e-01    1.26e-03  5.59e-04    4.96e-02  4.85e-02    4.0e-05
 127600    3.16e-01  2.96e-01    1.52e-03  8.49e-04    4.95e-02  4.65e-02    4.0e-05
 127700    3.20e-01  2.82e-01    1.62e-03  9.19e-04    5.02e-02  4.42e-02    4.0e-05
 127800    3.16e-01  3.25e-01    2.00e-03  1.79e-03    4.95e-02  5.10e-02    4.0e-05
 127900    3.18e-01  3.07e-01    5.62e-04  2.20e-04    4.99e-02  4.83e-02    4.0e-05
 128000    3.07e-01  3.06e-01    3.85e-04  3.30e-04    4.95e-02  4.94e-02    3.8e-05
 128100    3.09e-01  2.85e-01    1.30e-03  1.11e-03    4.97e-02  4.58e-02    3.8e-05
 128200    3.15e-01  3.06e-01    9.06e-04  8.02e-04    5.07e-02  4.93e-02    3.8e-05
 128300    3.08e-01  3.21e-01    4.27e-04  3.93e-04    4.96e-02  5.17e-02    3.8e-05
 128400    3.06e-01  2.83e-01    6.63e-04  3.93e-04    4.93e-02  4.56e-02    3.8e-05
 128500    3.07e-01  3.12e-01    9.97e-04  1.36e-03    4.94e-02  5.01e-02    3.8e-05
 128600    3.29e-01  3.06e-01    3.43e-04  6.46e-04    5.30e-02  4.93e-02    3.8e-05
 128700    3.12e-01  2.94e-01    3.78e-03  4.17e-03    4.96e-02  4.65e-02    3.8e-05
 128800    3.15e-01  2.87e-01    5.92e-04  7.33e-04    5.08e-02  4.63e-02    3.8e-05
 128900    3.09e-01  3.20e-01    3.05e-03  2.59e-03    4.94e-02  5.12e-02    3.8e-05
 129000    3.08e-01  2.82e-01    4.08e-04  2.77e-04    4.97e-02  4.54e-02    3.8e-05
 129100    3.10e-01  2.83e-01    1.35e-03  9.13e-04    4.98e-02  4.55e-02    3.8e-05
 129200    3.09e-01  3.04e-01    1.52e-03  1.35e-03    4.97e-02  4.88e-02    3.8e-05
 129300    3.09e-01  3.13e-01    2.10e-03  2.02e-03    4.96e-02  5.02e-02    3.8e-05
 129400    3.18e-01  3.13e-01    2.05e-03  1.60e-03    5.11e-02  5.03e-02    3.8e-05
 129500    3.09e-01  2.90e-01    1.60e-03  1.45e-03    4.97e-02  4.66e-02    3.8e-05
 129600    3.16e-01  3.01e-01    2.64e-03  2.31e-03    5.06e-02  4.82e-02    3.8e-05
 129700    3.09e-01  3.07e-01    8.30e-04  1.65e-05    4.98e-02  4.95e-02    3.8e-05
 129800    3.13e-01  3.08e-01    1.37e-03  1.50e-03    5.04e-02  4.96e-02    3.8e-05
 129900    3.09e-01  3.30e-01    1.66e-03  1.37e-03    4.97e-02  5.30e-02    3.8e-05
 130000    3.10e-01  3.18e-01    1.70e-03  1.41e-03    5.11e-02  5.24e-02    3.6e-05
 130100    3.00e-01  2.88e-01    6.97e-04  3.78e-04    4.95e-02  4.76e-02    3.6e-05
 130200    3.00e-01  2.75e-01    1.07e-03  1.37e-03    4.94e-02  4.54e-02    3.6e-05
 130300    3.01e-01  2.97e-01    4.23e-04  1.81e-04    4.97e-02  4.91e-02    3.6e-05
 130400    3.00e-01  3.00e-01    4.91e-04  8.09e-05    4.95e-02  4.96e-02    3.6e-05
 130500    3.00e-01  3.18e-01    3.66e-04  3.24e-04    4.96e-02  5.25e-02    3.6e-05
 130600    3.03e-01  2.87e-01    5.66e-04  1.51e-04    5.00e-02  4.74e-02    3.6e-05
 130700    3.08e-01  3.06e-01    5.38e-04  9.96e-04    5.09e-02  5.04e-02    3.6e-05
 130800    3.05e-01  2.89e-01    6.76e-04  1.72e-04    5.04e-02  4.77e-02    3.6e-05
 130900    3.01e-01  3.08e-01    1.53e-03  1.93e-03    4.96e-02  5.06e-02    3.6e-05
 131000    3.06e-01  2.84e-01    3.05e-03  2.39e-03    5.00e-02  4.67e-02    3.6e-05
 131100    2.98e-01  2.77e-01    1.10e-03  2.30e-04    4.92e-02  4.58e-02    3.6e-05
 131200    3.04e-01  2.80e-01    1.62e-03  1.16e-03    5.01e-02  4.63e-02    3.6e-05
 131300    2.99e-01  2.74e-01    3.53e-04  7.37e-04    4.95e-02  4.52e-02    3.6e-05
 131400    2.99e-01  2.84e-01    4.60e-04  7.26e-05    4.95e-02  4.70e-02    3.6e-05
 131500    3.02e-01  3.05e-01    1.89e-03  1.86e-03    4.97e-02  5.02e-02    3.6e-05
 131600    3.01e-01  2.88e-01    1.30e-03  1.47e-03    4.97e-02  4.74e-02    3.6e-05
 131700    3.06e-01  3.12e-01    1.92e-03  2.10e-03    5.03e-02  5.14e-02    3.6e-05
 131800    2.98e-01  3.14e-01    6.56e-04  3.95e-04    4.93e-02  5.19e-02    3.6e-05
 131900    2.99e-01  3.06e-01    5.32e-04  2.70e-04    4.94e-02  5.06e-02    3.6e-05
 132000    2.95e-01  2.87e-01    2.61e-03  1.57e-03    4.96e-02  4.85e-02    3.4e-05
 132100    3.06e-01  2.91e-01    2.42e-03  2.06e-03    5.15e-02  4.91e-02    3.4e-05
 132200    2.98e-01  3.02e-01    2.51e-03  2.82e-03    5.02e-02  5.08e-02    3.4e-05
 132300    2.95e-01  3.01e-01    1.94e-03  1.90e-03    4.98e-02  5.08e-02    3.4e-05
 132400    2.99e-01  2.79e-01    6.60e-04  3.50e-04    5.06e-02  4.73e-02    3.4e-05
 132500    2.91e-01  2.55e-01    4.85e-04  8.33e-04    4.93e-02  4.31e-02    3.4e-05
 132600    2.96e-01  3.13e-01    9.33e-04  3.65e-04    5.02e-02  5.30e-02    3.4e-05
 132700    2.95e-01  2.95e-01    3.26e-03  2.15e-03    4.93e-02  4.97e-02    3.4e-05
 132800    2.96e-01  2.94e-01    2.10e-03  2.19e-03    4.99e-02  4.96e-02    3.4e-05
 132900    2.92e-01  2.96e-01    8.03e-04  5.34e-04    4.94e-02  5.02e-02    3.4e-05
 133000    3.01e-01  3.04e-01    1.50e-03  8.07e-04    5.09e-02  5.15e-02    3.4e-05
 133100    2.96e-01  2.96e-01    2.22e-03  1.55e-03    4.99e-02  4.99e-02    3.4e-05
 133200    2.94e-01  3.01e-01    8.70e-04  1.61e-04    4.97e-02  5.10e-02    3.4e-05
 133300    2.92e-01  2.92e-01    7.59e-04  1.32e-03    4.94e-02  4.94e-02    3.4e-05
 133400    2.93e-01  2.95e-01    1.88e-03  1.81e-03    4.94e-02  4.98e-02    3.4e-05
 133500    2.92e-01  2.76e-01    1.92e-03  9.83e-04    4.93e-02  4.68e-02    3.4e-05
 133600    2.92e-01  2.95e-01    1.63e-03  5.05e-04    4.92e-02  5.00e-02    3.4e-05
 133700    2.97e-01  2.85e-01    3.98e-03  3.87e-03    4.95e-02  4.75e-02    3.4e-05
 133800    2.97e-01  3.05e-01    2.43e-03  2.26e-03    4.99e-02  5.14e-02    3.4e-05
 133900    2.95e-01  3.14e-01    2.28e-03  2.12e-03    4.97e-02  5.30e-02    3.4e-05
 134000    2.86e-01  2.72e-01    2.59e-03  1.87e-03    4.93e-02  4.71e-02    3.2e-05
 134100    2.88e-01  2.87e-01    1.25e-03  1.19e-03    4.99e-02  4.97e-02    3.2e-05
 134200    2.87e-01  2.78e-01    3.54e-04  2.89e-04    4.99e-02  4.83e-02    3.2e-05
 134300    2.90e-01  2.71e-01    1.65e-03  1.79e-03    5.02e-02  4.68e-02    3.2e-05
 134400    2.84e-01  2.87e-01    6.71e-04  2.94e-04    4.92e-02  4.99e-02    3.2e-05
 134500    2.90e-01  2.73e-01    4.14e-03  4.16e-03    4.94e-02  4.64e-02    3.2e-05
 134600    3.00e-01  3.21e-01    5.25e-04  1.73e-04    5.21e-02  5.58e-02    3.2e-05
 134700    2.84e-01  2.55e-01    7.50e-04  1.13e-03    4.93e-02  4.43e-02    3.2e-05
 134800    2.86e-01  2.66e-01    1.02e-03  1.32e-03    4.96e-02  4.61e-02    3.2e-05
 134900    2.87e-01  2.92e-01    1.91e-03  2.23e-03    4.96e-02  5.04e-02    3.2e-05
 135000    2.85e-01  2.62e-01    5.29e-04  5.71e-04    4.95e-02  4.55e-02    3.2e-05
 135100    2.86e-01  2.90e-01    1.67e-03  5.17e-04    4.95e-02  5.04e-02    3.2e-05
 135200    2.84e-01  2.92e-01    1.11e-03  7.74e-04    4.92e-02  5.07e-02    3.2e-05
 135300    2.84e-01  2.72e-01    1.48e-03  6.45e-04    4.91e-02  4.72e-02    3.2e-05
 135400    2.88e-01  2.68e-01    2.81e-03  1.87e-03    4.96e-02  4.63e-02    3.2e-05
 135500    2.85e-01  2.81e-01    1.46e-03  1.44e-03    4.93e-02  4.87e-02    3.2e-05
 135600    2.84e-01  2.88e-01    1.90e-03  2.15e-03    4.90e-02  4.97e-02    3.2e-05
 135700    2.85e-01  3.05e-01    2.33e-03  1.99e-03    4.93e-02  5.28e-02    3.2e-05
 135800    2.83e-01  2.97e-01    7.97e-04  1.29e-03    4.91e-02  5.15e-02    3.2e-05
 135900    2.83e-01  2.81e-01    3.92e-04  2.31e-04    4.92e-02  4.88e-02    3.2e-05
 136000    2.80e-01  2.89e-01    1.72e-03  1.26e-03    4.97e-02  5.13e-02    3.1e-05
 136100    2.77e-01  2.80e-01    7.06e-04  4.77e-04    4.93e-02  4.98e-02    3.1e-05
 136200    2.91e-01  2.79e-01    1.95e-03  1.38e-03    5.17e-02  4.96e-02    3.1e-05
 136300    2.76e-01  2.71e-01    7.90e-04  1.05e-05    4.92e-02  4.82e-02    3.1e-05
 136400    2.78e-01  2.94e-01    1.54e-03  1.11e-03    4.94e-02  5.22e-02    3.1e-05
 136500    2.82e-01  2.71e-01    3.30e-03  2.74e-03    4.96e-02  4.77e-02    3.1e-05
 136600    2.79e-01  2.88e-01    2.44e-03  1.97e-03    4.93e-02  5.11e-02    3.1e-05
 136700    2.80e-01  2.95e-01    1.44e-03  9.88e-04    4.97e-02  5.24e-02    3.1e-05
 136800    2.76e-01  2.63e-01    3.82e-04  6.41e-04    4.91e-02  4.67e-02    3.1e-05
 136900    2.75e-01  2.82e-01    3.48e-04  1.06e-03    4.90e-02  5.02e-02    3.1e-05
 137000    2.77e-01  2.80e-01    1.59e-03  1.48e-03    4.91e-02  4.97e-02    3.1e-05
 137100    2.77e-01  2.82e-01    5.47e-04  4.43e-05    4.93e-02  5.02e-02    3.1e-05
 137200    2.78e-01  2.50e-01    1.19e-03  9.21e-04    4.95e-02  4.44e-02    3.1e-05
 137300    2.78e-01  2.84e-01    2.14e-03  1.99e-03    4.92e-02  5.04e-02    3.1e-05
 137400    2.76e-01  2.66e-01    4.61e-04  7.30e-04    4.90e-02  4.73e-02    3.1e-05
 137500    2.77e-01  2.58e-01    1.78e-03  1.31e-03    4.91e-02  4.58e-02    3.1e-05
 137600    2.79e-01  2.70e-01    7.17e-04  1.94e-04    4.97e-02  4.80e-02    3.1e-05
 137700    2.77e-01  2.71e-01    9.95e-04  5.13e-05    4.92e-02  4.83e-02    3.1e-05
 137800    2.75e-01  2.82e-01    1.32e-03  2.06e-03    4.89e-02  5.00e-02    3.1e-05
 137900    2.79e-01  2.83e-01    1.40e-03  1.45e-03    4.95e-02  5.03e-02    3.1e-05
 138000    2.69e-01  2.64e-01    2.15e-03  2.48e-03    4.89e-02  4.77e-02    2.9e-05
 138100    2.71e-01  2.57e-01    6.81e-04  6.14e-04    4.95e-02  4.68e-02    2.9e-05
 138200    2.78e-01  2.74e-01    1.77e-03  1.63e-03    5.05e-02  4.98e-02    2.9e-05
 138300    2.70e-01  2.55e-01    4.05e-04  8.99e-04    4.93e-02  4.65e-02    2.9e-05
 138400    2.71e-01  2.81e-01    4.28e-04  3.31e-04    4.95e-02  5.13e-02    2.9e-05
 138500    2.69e-01  2.49e-01    8.97e-04  8.09e-04    4.90e-02  4.55e-02    2.9e-05
 138600    2.76e-01  2.84e-01    2.46e-03  2.33e-03    5.00e-02  5.14e-02    2.9e-05
 138700    2.75e-01  2.79e-01    3.26e-03  2.19e-03    4.95e-02  5.07e-02    2.9e-05
 138800    2.68e-01  2.69e-01    8.17e-04  1.31e-03    4.89e-02  4.90e-02    2.9e-05
 138900    2.69e-01  2.77e-01    1.57e-03  9.10e-04    4.90e-02  5.05e-02    2.9e-05
 139000    2.73e-01  2.65e-01    3.96e-03  3.77e-03    4.89e-02  4.75e-02    2.9e-05
 139100    2.75e-01  2.78e-01    2.43e-03  9.63e-04    4.99e-02  5.06e-02    2.9e-05
 139200    2.73e-01  2.67e-01    2.10e-03  2.52e-03    4.96e-02  4.83e-02    2.9e-05
 139300    2.69e-01  2.54e-01    4.70e-04  6.14e-04    4.91e-02  4.63e-02    2.9e-05
 139400    2.69e-01  2.66e-01    3.76e-04  3.06e-04    4.91e-02  4.86e-02    2.9e-05
 139500    2.71e-01  2.75e-01    2.13e-03  1.30e-03    4.91e-02  5.01e-02    2.9e-05
 139600    2.69e-01  2.69e-01    4.96e-04  6.52e-05    4.91e-02  4.90e-02    2.9e-05
 139700    2.71e-01  2.75e-01    7.17e-04  5.36e-04    4.94e-02  5.01e-02    2.9e-05
 139800    2.73e-01  2.79e-01    6.64e-04  5.53e-04    4.98e-02  5.09e-02    2.9e-05
 139900    2.70e-01  2.85e-01    1.48e-03  1.35e-03    4.92e-02  5.19e-02    2.9e-05
 140000    2.67e-01  2.64e-01    2.42e-03  1.84e-03    4.97e-02  4.92e-02    2.8e-05
 140100    2.66e-01  2.53e-01    1.16e-03  1.13e-03    4.97e-02  4.73e-02    2.8e-05
 140200    2.63e-01  2.62e-01    1.30e-03  1.28e-03    4.90e-02  4.89e-02    2.8e-05
 140300    2.63e-01  2.55e-01    1.57e-03  1.70e-03    4.91e-02  4.75e-02    2.8e-05
 140400    2.63e-01  2.67e-01    4.51e-04  1.39e-04    4.91e-02  5.00e-02    2.8e-05
 140500    2.64e-01  2.69e-01    5.25e-04  1.13e-03    4.94e-02  5.02e-02    2.8e-05
 140600    2.64e-01  2.49e-01    1.65e-03  1.30e-03    4.93e-02  4.65e-02    2.8e-05
 140700    2.72e-01  2.66e-01    1.68e-03  1.80e-03    5.06e-02  4.96e-02    2.8e-05
 140800    2.68e-01  2.58e-01    1.89e-03  1.10e-03    4.98e-02  4.82e-02    2.8e-05
 140900    2.62e-01  2.40e-01    6.56e-04  1.77e-04    4.90e-02  4.50e-02    2.8e-05
 141000    2.63e-01  2.53e-01    1.67e-03  9.51e-04    4.90e-02  4.73e-02    2.8e-05
 141100    2.63e-01  2.76e-01    1.11e-03  4.93e-04    4.92e-02  5.16e-02    2.8e-05
 141200    2.67e-01  2.75e-01    5.70e-04  7.72e-04    4.98e-02  5.15e-02    2.8e-05
 141300    2.64e-01  2.79e-01    1.51e-03  1.17e-03    4.93e-02  5.20e-02    2.8e-05
 141400    2.64e-01  2.50e-01    3.80e-04  1.36e-04    4.94e-02  4.68e-02    2.8e-05
 141500    2.65e-01  2.50e-01    1.88e-03  2.22e-03    4.94e-02  4.65e-02    2.8e-05
 141600    2.62e-01  2.65e-01    4.30e-04  2.99e-04    4.90e-02  4.95e-02    2.8e-05
 141700    2.62e-01  2.62e-01    5.74e-04  8.25e-04    4.91e-02  4.89e-02    2.8e-05
 141800    2.66e-01  2.82e-01    2.50e-03  2.23e-03    4.93e-02  5.25e-02    2.8e-05
 141900    2.67e-01  2.59e-01    1.31e-03  9.86e-04    4.98e-02  4.84e-02    2.8e-05
 142000    2.55e-01  2.40e-01    3.97e-04  6.73e-04    4.89e-02  4.61e-02    2.6e-05
 142100    2.55e-01  2.47e-01    1.01e-03  8.95e-04    4.89e-02  4.72e-02    2.6e-05
 142200    2.56e-01  2.48e-01    1.59e-03  8.35e-04    4.90e-02  4.75e-02    2.6e-05
 142300    2.56e-01  2.41e-01    1.56e-03  1.06e-03    4.90e-02  4.62e-02    2.6e-05
 142400    2.55e-01  2.59e-01    9.77e-04  1.18e-03    4.89e-02  4.96e-02    2.6e-05
 142500    2.58e-01  2.40e-01    2.95e-03  2.18e-03    4.88e-02  4.56e-02    2.6e-05
 142600    2.56e-01  2.42e-01    1.86e-03  2.33e-03    4.89e-02  4.60e-02    2.6e-05
 142700    2.56e-01  2.53e-01    1.11e-03  5.65e-04    4.91e-02  4.85e-02    2.6e-05
 142800    2.69e-01  2.64e-01    1.43e-03  1.29e-03    5.15e-02  5.06e-02    2.6e-05
 142900    2.57e-01  2.47e-01    9.82e-04  1.36e-03    4.91e-02  4.73e-02    2.6e-05
 143000    2.58e-01  2.39e-01    1.57e-03  1.08e-03    4.93e-02  4.57e-02    2.6e-05
 143100    2.56e-01  2.38e-01    1.39e-03  8.32e-04    4.90e-02  4.55e-02    2.6e-05
 143200    2.60e-01  2.67e-01    2.90e-03  2.51e-03    4.93e-02  5.07e-02    2.6e-05
 143300    2.55e-01  2.36e-01    4.79e-04  1.24e-04    4.88e-02  4.52e-02    2.6e-05
 143400    2.55e-01  2.32e-01    5.55e-04  1.57e-04    4.90e-02  4.45e-02    2.6e-05
 143500    2.60e-01  2.57e-01    2.40e-03  2.49e-03    4.94e-02  4.89e-02    2.6e-05
 143600    2.55e-01  2.41e-01    4.01e-04  4.24e-04    4.90e-02  4.63e-02    2.6e-05
 143700    2.56e-01  2.57e-01    7.21e-04  1.09e-04    4.91e-02  4.92e-02    2.6e-05
 143800    2.55e-01  2.48e-01    1.26e-03  1.56e-03    4.87e-02  4.74e-02    2.6e-05
 143900    2.58e-01  2.67e-01    1.34e-03  1.42e-03    4.94e-02  5.10e-02    2.6e-05
 144000    2.51e-01  2.48e-01    2.54e-03  1.27e-03    4.89e-02  4.86e-02    2.5e-05
 144100    2.49e-01  2.68e-01    7.24e-04  2.67e-04    4.88e-02  5.26e-02    2.5e-05
 144200    2.50e-01  2.37e-01    5.26e-04  3.25e-04    4.91e-02  4.66e-02    2.5e-05
 144300    2.52e-01  2.50e-01    7.62e-04  3.95e-04    4.94e-02  4.92e-02    2.5e-05
 144400    2.50e-01  2.24e-01    9.99e-04  8.16e-04    4.91e-02  4.41e-02    2.5e-05
 144500    2.53e-01  2.32e-01    3.20e-03  2.97e-03    4.90e-02  4.49e-02    2.5e-05
 144600    2.58e-01  2.66e-01    1.50e-03  1.61e-03    5.05e-02  5.22e-02    2.5e-05
 144700    2.48e-01  2.51e-01    4.40e-04  1.72e-04    4.88e-02  4.94e-02    2.5e-05
 144800    2.49e-01  2.42e-01    1.56e-03  1.69e-03    4.88e-02  4.74e-02    2.5e-05
 144900    2.52e-01  2.52e-01    1.42e-03  1.22e-03    4.93e-02  4.93e-02    2.5e-05
 145000    2.49e-01  2.52e-01    1.06e-03  6.26e-04    4.88e-02  4.94e-02    2.5e-05
 145100    2.57e-01  2.37e-01    1.94e-03  1.53e-03    5.03e-02  4.63e-02    2.5e-05
 145200    2.50e-01  2.52e-01    1.92e-03  1.67e-03    4.89e-02  4.93e-02    2.5e-05
 145300    2.52e-01  2.63e-01    1.36e-03  1.32e-03    4.94e-02  5.15e-02    2.5e-05
 145400    2.51e-01  2.52e-01    1.50e-03  1.34e-03    4.93e-02  4.93e-02    2.5e-05
 145500    2.50e-01  2.25e-01    4.38e-04  5.55e-04    4.90e-02  4.42e-02    2.5e-05
 145600    2.49e-01  2.50e-01    8.00e-04  6.25e-04    4.89e-02  4.91e-02    2.5e-05
 145700    2.49e-01  2.57e-01    1.33e-03  1.20e-03    4.89e-02  5.04e-02    2.5e-05
 145800    2.49e-01  2.31e-01    5.57e-04  1.47e-05    4.89e-02  4.54e-02    2.5e-05
 145900    2.49e-01  2.49e-01    5.89e-04  1.10e-04    4.90e-02  4.89e-02    2.5e-05
 146000    2.44e-01  2.35e-01    1.31e-03  9.11e-04    4.89e-02  4.72e-02    2.4e-05
 146100    2.43e-01  2.45e-01    3.67e-04  5.58e-04    4.89e-02  4.93e-02    2.4e-05
 146200    2.46e-01  2.70e-01    4.95e-04  2.69e-04    4.95e-02  5.44e-02    2.4e-05
 146300    2.43e-01  2.38e-01    7.22e-04  1.02e-03    4.88e-02  4.78e-02    2.4e-05
 146400    2.46e-01  2.42e-01    1.52e-03  4.42e-04    4.94e-02  4.87e-02    2.4e-05
 146500    2.44e-01  2.53e-01    5.36e-04  3.45e-04    4.92e-02  5.11e-02    2.4e-05
 146600    2.43e-01  2.34e-01    1.00e-03  7.47e-04    4.88e-02  4.71e-02    2.4e-05
 146700    2.44e-01  2.26e-01    1.85e-03  1.16e-03    4.89e-02  4.53e-02    2.4e-05
 146800    2.43e-01  2.35e-01    1.70e-03  1.60e-03    4.88e-02  4.70e-02    2.4e-05
 146900    2.43e-01  2.35e-01    9.25e-04  7.16e-04    4.89e-02  4.72e-02    2.4e-05
 147000    2.48e-01  2.35e-01    2.18e-03  2.66e-03    4.96e-02  4.68e-02    2.4e-05
 147100    2.46e-01  2.39e-01    2.68e-03  1.95e-03    4.90e-02  4.79e-02    2.4e-05
 147200    2.49e-01  2.27e-01    3.18e-03  3.08e-03    4.94e-02  4.50e-02    2.4e-05
 147300    2.49e-01  2.28e-01    2.54e-03  2.11e-03    4.96e-02  4.56e-02    2.4e-05
